sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,qty,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,related_skus,associated_skus,additional_attributes
H3525269,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Otros juguetes,Mipeque/Marca/Junior Knows",base,"Linterna LED Infantil con Dinamo","<p>No hay nada más bonito que dejar volar la imaginación de los pequeños de la casa enseñándoles juegos divertidos. Con la <strong>linterna LED infantil con dinamo </strong>se sentirán pequeños exploradores, ya que solo tendrás que guardar un objeto que deberán buscar en una habitación a oscuras. Puedes dejarles notas o pistas hasta que lo encuentren. ¡Ya verás qué momentos más divertidos pasas con ellos!<br /><br />Esta <strong>linterna para niños</strong> funciona mediante una <strong>dinamo </strong>que se encuentra en el lateral del animalito (hay que desbloquear el botón inferior) y, así, siempre tendrán luz para que las aventuras no se acaben nunca. Disponible en varios diseños que se enviarán de manera aleatoria según disponibilidad de stock. Medidas aprox.: 6 x 11,5 x 2,5 cm. Dispone de cinta para colgar. Expositor punto de venta gratuito por la compra de 12 unidades.</p>",,,1,"Taxable Goods","Catalog, Search",9.5,3.95,4/4/2017,4/5/2017,linterna-led-infantil-con-dinamo,,,,,,,linterna-led-infantil-con-dinamo.jpg,"linterna-led-infantil-con-dinamo imagen",linterna-led-infantil-con-dinamo.jpg,"linterna-led-infantil-con-dinamo imagen",linterna-led-infantil-con-dinamo.jpg,"linterna-led-infantil-con-dinamo imagen",,"H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","marca=Junior Knows"
H2500206,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Otros juguetes,Mipeque/Marca/Princess",base,"Tiara para Niñas Princesa","No te pierdas la <b>tiara para niñas Princesa</b> ¡y dibuja una sonrisa en la cara de las peques de la casa! Podrán disfrazarse mientras sueñan que son princesas de un cuento de hadas. Esta <b>corona infantil</b> es un complemento perfecto para fiestas y celebraciones. Ideal para regalar. Medidas aprox.: 14 x 8,5 x 11 cm.",,0.027,1,"Taxable Goods","Catalog, Search",4.95,1.97,4/4/2017,4/5/2017,tiara-para-ninas-princesa,,,,"2015-10-19 18:11:18","2017-03-22 16:16:49",48,tiara-para-ninas-princesa.jpg,"tiara-para-ninas-princesa imagen",tiara-para-ninas-princesa.jpg,"tiara-para-ninas-princesa imagen",tiara-para-ninas-princesa.jpg,"tiara-para-ninas-princesa imagen","tiara-para-ninas-princesa_1.jpg,tiara-para-ninas-princesa_2.jpg,tiara-para-ninas-princesa_3.jpg","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189",marca=Princess
H4530265,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Otros juguetes,Mipeque/Marca/Junior Knows",base,"Pelota Rebotadora Nero","¡Si te gusta practicar deporte, la <b>pelota rebotadora Nero</b> te será de gran ayuda para calentar y entrenar! Gracias a su especial diseño y composición, acumula la energía en el momento del impacto, aumentando la fuerza e intensidad del rebote. Ideal para que adultos y niños pasen un buen rato jugando. Fabricada en plástico de calidad. Colores surtidos enviados aleatoriamente según stock. Expositor punto de venta gratis por la compra de 12 unidades. Diámetro aprox.: 8,5 cm.",,0.105,1,"Taxable Goods","Catalog, Search",18.3,6.65,4/4/2017,4/5/2017,pelota-rebotadora-nero,,,,"2015-07-22 05:59:16","2017-03-24 15:11:45",36,pelota-rebotadora-nero.jpg,"pelota-rebotadora-nero imagen",pelota-rebotadora-nero.jpg,"pelota-rebotadora-nero imagen",pelota-rebotadora-nero.jpg,"pelota-rebotadora-nero imagen","pelota-rebotadora-nero_1.jpg,pelota-rebotadora-nero_2.jpg,pelota-rebotadora-nero_3.jpg","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","marca=Junior Knows"
H4530266,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Jugar al aire libre,Mipeque/Marca/Junior Knows",base,"Disco Acuático Surf","<div>En la época estival, nada mejor que pasar un buen rato disfrutando de <b>juegos de piscina </b>o de playa, por eso te presentamos el <b>disco acuático Surf </b>con el que podrás divertirte a tope. Ha sido diseñado en un material flexible especial que hace que flote y rebote en el agua, por lo que es ideal para <b>jugar en la playa</b> o la piscina. Colores surtidos enviados aleatoriamente según stock disponible. Dimensiones aprox. (diámetro x altura): 7 x 2 cm. No rebota en el suelo ni en ninguna otra superficie.</div>",,0.04,1,"Taxable Goods","Catalog, Search",7.75,2.92,4/4/2017,4/5/2017,disco-acuatico-surf,,,,"2015-07-22 05:59:16","2017-03-27 13:20:32",135,disco-acuatico-surf.jpg,"disco-acuatico-surf imagen",disco-acuatico-surf.jpg,"disco-acuatico-surf imagen",disco-acuatico-surf.jpg,"disco-acuatico-surf imagen","disco-acuatico-surf_1.jpg,disco-acuatico-surf_2.jpg","H0500136,H4530134,H4530140,H4530172,H4530173,H4530171,H4530168,H4530169,H4530170,H4530181,H4530180,F1600008,H4530228,H4530232,H4530242,H4530259,I3505252,H4530266,H4530288,H4530289,H4530290,H4530291,H4530294,H4530308,H4530311,H4530312,H4530313,H4530314,G0500200,G0500201,G0500202,G0500203,H4530336,H4530337,V0300184,V0500250,V1600135","H0500136,H4530134,H4530140,H4530172,H4530173,H4530171,H4530168,H4530169,H4530170,H4530181,H4530180,F1600008,H4530228,H4530232,H4530242,H4530259,I3505252,H4530266,H4530288,H4530289,H4530290,H4530291,H4530294,H4530308,H4530311,H4530312,H4530313,H4530314,G0500200,G0500201,G0500202,G0500203,H4530336,H4530337,V0300184,V0500250,V1600135","marca=Junior Knows"
H4530267,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Otros juguetes,Mipeque/Marca/Junior Knows",base,"Espada y Escudo para Niños","<p>¡Convierte a los más pequeños de la casa en los más valientes caballeros con la <b>espada y escudo para niños</b>! Un <b>juguete</b> muy divertido que fascinará a los peques. Fabricado con goma EVA para no causar ningún daño. Medidas del escudo aprox.: 28 x 35 x 0,5 cm. Medidas de la espada aprox.: 14 x 44 x 3 cm. Diseños surtidos que se enviarán de forma aleatoria según stock. Edad recomendada: +3 años.</p>",,0.109,1,"Taxable Goods","Catalog, Search",14.9,6.55,4/4/2017,4/5/2017,espada-y-escudo-para-ninos,,,,"2015-10-20 12:09:06","2017-03-28 15:00:56",27,espada-y-escudo-para-ninos.jpg,"espada-y-escudo-para-ninos imagen",espada-y-escudo-para-ninos.jpg,"espada-y-escudo-para-ninos imagen",espada-y-escudo-para-ninos.jpg,"espada-y-escudo-para-ninos imagen","espada-y-escudo-para-ninos_1.jpg,espada-y-escudo-para-ninos_2.jpg,espada-y-escudo-para-ninos_3.jpg","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","marca=Junior Knows"
H4530268,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Otros juguetes,Mipeque/Marca/Junior Knows",base,"Huevo Saltarín","<p>Gasta bromas sin parar con el divertido <strong>huevo</strong> <strong>Saltarín</strong>, una <strong>pelota saltarina</strong> que dejará sin respiración a más de uno cuando se la lances justo en los pies. ¡Ya verás qué cara ponen todos y cómo se divertirán los más pequeños de la casa! Medidas aprox.: 4 x 5,5 x 4 cm. Expositor punto de venta gratis por la compra de 24 unidades.</p>",,0.064,1,"Taxable Goods","Catalog, Search",2.5,1.1,4/4/2017,4/5/2017,huevo-saltarin,,,,"2016-03-23 12:32:12","2017-03-25 11:31:36",234,huevo-saltarin.jpg,"huevo-saltarin imagen",huevo-saltarin.jpg,"huevo-saltarin imagen",huevo-saltarin.jpg,"huevo-saltarin imagen","huevo-saltarin_1.jpg,huevo-saltarin_2.jpg","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","H4515100,H4515101,H4515102,H3525103,H4530119,H4530225,H4530224,H4530153,H4530152,H4530150,H4530151,H4530272,H4530178,H4530177,H4530176,H4530175,H4530252,F1015170,F1015190,H3525269,H2500206,H4530265,H4530267,H4530268,H4515111,H4530319,H4530320,V0000231,V0300107,V0200324,V0300182,V0500263,V0500258,V0300193,V0100228,V1600158,V0300226,V1600180,V1600184,V0500267,V0300264,V0300266,V0300272,V0300306,V0300307,V1300288,V1300289,V1300290,V1300291,V1300293,V1300294,V1300295,V1300296,V1300325,V1300326,V1300327,V1300328,V0500280,V1600189","marca=Junior Knows"
H4530269,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Muñecos y peluches,Mipeque/Marca/Junior Knows",base,"Rana de Peluche Grabador y Reproductor de Voz","<p>Deja de buscar el <strong>juguete </strong>ideal para los pequeños de la casa ¡y quédate con la <strong>rana de peluche grabador y reproductor de voz</strong>! La familia entera pasará unos momentos muy divertidos, ya que esta ranita de peluche graba y reproduce frases, palabras, ruidos, risas, etc., y las repite junto a un divertido movimiento. Edad recomendada: +3 años. Funciona con pilas (3 x AAA, incluidas). Medidas aprox.: 8 x 16 x 8 cm.</p>",,0.201,1,"Taxable Goods","Catalog, Search",39.9,17.79,4/4/2017,4/5/2017,rana-de-peluche-grabador-y-reproductor-de-voz,,,,"2016-12-14 20:40:42","2017-03-25 16:42:40",10,rana-de-peluche-grabador-y-reproductor-de-voz.jpg,"rana-de-peluche-grabador-y-reproductor-de-voz imagen",rana-de-peluche-grabador-y-reproductor-de-voz.jpg,"rana-de-peluche-grabador-y-reproductor-de-voz imagen",rana-de-peluche-grabador-y-reproductor-de-voz.jpg,"rana-de-peluche-grabador-y-reproductor-de-voz imagen","rana-de-peluche-grabador-y-reproductor-de-voz_1.jpg,rana-de-peluche-grabador-y-reproductor-de-voz_2.jpg,rana-de-peluche-grabador-y-reproductor-de-voz_3.jpg,rana-de-peluche-grabador-y-reproductor-de-voz_4.jpg","H4530198,H4530229,D3000175,D3000176,D4005218,H4530269,H2500270,H2500271,H4530303,H4530304,H0500269,H4530322,H2000153,H4530328,H4530331,H4530332,V0000140,V0000141,V0500254,V0500259,V0500275,V0500276,V0500301,V0500302,V0500303,V0200825,V0200826","H4530198,H4530229,D3000175,D3000176,D4005218,H4530269,H2500270,H2500271,H4530303,H4530304,H0500269,H4530322,H2000153,H4530328,H4530331,H4530332,V0000140,V0000141,V0500254,V0500259,V0500275,V0500276,V0500301,V0500302,V0500303,V0200825,V0200826","marca=Junior Knows"
H4530271,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Hora de dormir,Mipeque/Marca/Hasendad",base,"Proyector LED con Sonido Perrito Glow Pillow","¡Llega la mascota preferida de los más pequeños, el encantador <b>proyector LED con sonido Perrito Glow Pillow</b>! Este gracioso y suave peluche con caparazón de plástico fascina a los niños convirtiendo sus habitaciones en mágicos cielos estrellados. Permite seleccionar varias melodías y proyecciones led multicolores. Medidas aprox.: 33 x 12 x 21 cm. Apagado automático transcurrida 1 hora. Funciona con pilas (3 x AAA, no incluidas) o con el cable USB incluido.<div><div><div><br></div><div><b><a href=""http://www.glow-pillow.com"">www.glow-pillow.com</a></b></div></div></div>",,0.651,1,"Taxable Goods","Catalog, Search",32.5,13.98,4/4/2017,4/5/2017,proyector-led-con-sonido-perrito-glow-pillow,,,,"2016-01-28 16:52:24","2017-03-27 10:00:13",1028,proyector-led-con-sonido-perrito-glow-pillow.jpg,"proyector-led-con-sonido-perrito-glow-pillow imagen",proyector-led-con-sonido-perrito-glow-pillow.jpg,"proyector-led-con-sonido-perrito-glow-pillow imagen",proyector-led-con-sonido-perrito-glow-pillow.jpg,"proyector-led-con-sonido-perrito-glow-pillow imagen","proyector-led-con-sonido-perrito-glow-pillow_1.jpg,proyector-led-con-sonido-perrito-glow-pillow_2.jpg,proyector-led-con-sonido-perrito-glow-pillow_3.jpg,proyector-led-con-sonido-perrito-glow-pillow_4.jpg","D3000192,H4502050,F1600012,F1600011,F1600027,F1600034,F1600035,H4530271,H4502052,V0500182,V0500183,V0500185,V0500186,V0200952","D3000192,H4502050,F1600012,F1600011,F1600027,F1600034,F1600035,H4530271,H4502052,V0500182,V0500183,V0500185,V0500186,V0200952",marca=Hasendad
H4520149,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Patinetes y triciclos,Mipeque/Marca/Apolyne",base,"Patinete-Triciclo Boost Scooter Junior 2 en 1 (3 ruedas)","<div><p>¡Sorprende a los peques de la casa con el <b>patinete-triciclo Boost Scooter Junior 2 en 1 (3 ruedas)</b>, el regalo de moda para niños! Su práctico diseño permite convertirlo fácilmente en patinete o triciclo según la edad y las necesidades de cada etapa. Fabricado en aluminio y plástico. Manillar con altura ajustable (2 posiciones), 2 ruedas traseras (diámetro aprox.: 13 cm) y una delantera (diámetro aprox.: 15 cm). Peso máximo soportado: 20 kg. Medidas aprox.: 65 x 57/76 x 21 cm. Longitud aprox. del manillar: 32 cm. Edad recomendada: +3 años.</p><div><div><div><b><a href=""http://www.boost-board.com"">www.boost-board.com</a></b></div><div></div></div></div></div>",,3.004,1,"Taxable Goods","Catalog, Search",152.4,62.15,4/4/2017,4/5/2017,patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas,,,,"2015-12-29 17:31:04","2017-03-27 22:17:34",459,patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas.jpg,"patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas imagen",patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas.jpg,"patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas imagen",patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas.jpg,"patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas imagen",patinete-triciclo-boost-scooter-junior-2-en-1-3-ruedas_1.jpg,"H4520109,H4520108,G0500147,G0500149,G0500148,G0500151,G0500153,G0500152,H4520133,H4520132,H4520144,H4520146,H4520147,H4520148,H4520149,H4520150,V0500243,V0500242,V1600178","H4520109,H4520108,G0500147,G0500149,G0500148,G0500151,G0500153,G0500152,H4520133,H4520132,H4520144,H4520146,H4520147,H4520148,H4520149,H4520150,V0500243,V0500242,V1600178",marca=Apolyne
H4530275,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Futbolín Infantil de Mesa","<p>Si quieres sorprender a tu familia con un regalo divertido, no puedes perderte el <strong>futbolín infantil de mesa</strong>. ¡Con este <strong>juego de fútbol</strong>, tanto niños como mayores pasarán horas disputando el partido de sus vidas! Incluye 6 barras metálicas (aprox. 0,7 cm de diámetro) con empuñaduras de plástico y 3 jugadores en cada una de ellas (aprox. 7 cm de altura), 2 pelotas de plástico (aprox. 3 cm de diámetro), tornillos y 1 llave Allen. Dispone de patas. Fabricado en madera. Medidas aprox.: 69 x 23 x 37 cm.</p>",,4.059,1,"Taxable Goods","Catalog, Search",79.5,34.2,4/4/2017,4/5/2017,futbolin-infantil-de-mesa,,,,"2015-10-15 07:10:01","2017-03-29 01:15:08",36,futbolin-infantil-de-mesa.jpg,"futbolin-infantil-de-mesa imagen",futbolin-infantil-de-mesa.jpg,"futbolin-infantil-de-mesa imagen",futbolin-infantil-de-mesa.jpg,"futbolin-infantil-de-mesa imagen","futbolin-infantil-de-mesa_1.jpg,futbolin-infantil-de-mesa_2.jpg,futbolin-infantil-de-mesa_3.jpg,futbolin-infantil-de-mesa_4.jpg,futbolin-infantil-de-mesa_5.jpg","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
H4530277,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Jugar a ser mayor,Mipeque/Marca/Junior Knows",base,"Estuche de Maquillaje Infantil con Espejo","<div><p>¿Quieres sorprender a las niñas de tu familia o a las hijas de tus amigas con un regalo que les encantará? Con el <b>estuche de maquillaje infantil con espejo </b>tendrán horas de diversión, ya que jugarán a maquillarse con todos los accesorios que se incluyen, como pintalabios, colorete, sombra de ojos, pintaúñas, uñas postizas con pegatinas, pinceles... Este <b>set de maquillaje</b> está realizado con materiales no tóxicos. Estuche fabricado de plástico resistente. Edad recomendada: +6 años. Medidas aprox.: 17 x 5,5 x 9,5 cm.</p><p></p></div>",,0.045,1,"Taxable Goods","Catalog, Search",35.5,14.5,4/4/2017,4/5/2017,estuche-de-maquillaje-infantil-con-espejo,,,,"2015-10-15 07:12:06","2017-03-24 15:12:48",0,estuche-de-maquillaje-infantil-con-espejo.jpg,"estuche-de-maquillaje-infantil-con-espejo imagen",estuche-de-maquillaje-infantil-con-espejo.jpg,"estuche-de-maquillaje-infantil-con-espejo imagen",estuche-de-maquillaje-infantil-con-espejo.jpg,"estuche-de-maquillaje-infantil-con-espejo imagen","estuche-de-maquillaje-infantil-con-espejo_1.jpg,estuche-de-maquillaje-infantil-con-espejo_2.jpg,estuche-de-maquillaje-infantil-con-espejo_3.jpg,estuche-de-maquillaje-infantil-con-espejo_4.jpg","H4530183,H4530238,H4530239,H4530277,H4530305,V0000234,V0000235,V0000236,V0500136,V0200571,V0200572,V0500244,V0500253,V1600134,V1600147,V1600152,V1600154,V1600156,V1600155,V1600159,V1600160,V1600167,V1600166,V1600168,V1600172,V1600173,V1600174,V0500273,V0500291,V1600188,V1600190,V1600191,V1600192,V0500322","H4530183,H4530238,H4530239,H4530277,H4530305,V0000234,V0000235,V0000236,V0500136,V0200571,V0200572,V0500244,V0500253,V1600134,V1600147,V1600152,V1600154,V1600156,V1600155,V1600159,V1600160,V1600167,V1600166,V1600168,V1600172,V1600173,V1600174,V0500273,V0500291,V1600188,V1600190,V1600191,V1600192,V0500322","marca=Junior Knows"
H4530281,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Menaje infantil,Mipeque/Marca/Star Wars",base,"Bidón de Aluminio Star Wars","<p>¡No te pierdas el <strong>bidón de aluminio Star Wars</strong>! Si eres un amante de <em>La Guerra de las Galaxias</em>, este es tu producto. Para pequeños, para mayores... ¡Lo importante es sentirte identificado con tus accesorios! Esta <strong>cantimplora</strong> dispone de válvula antigoteo y tiene una capacidad aprox. de 500 ml. Medidas aprox.: 7 x 19 x 7 cm.</p>",,0.093,1,"Taxable Goods","Catalog, Search",14.5,4.7,4/4/2017,4/5/2017,bidon-de-aluminio-star-wars,,,,"2016-04-25 14:47:16","2017-03-16 09:36:56",173,bidon-de-aluminio-star-wars.jpg,"bidon-de-aluminio-star-wars imagen",bidon-de-aluminio-star-wars.jpg,"bidon-de-aluminio-star-wars imagen",bidon-de-aluminio-star-wars.jpg,"bidon-de-aluminio-star-wars imagen",bidon-de-aluminio-star-wars_1.jpg,"B1530173,H4502010,H4502016,H4502018,H4502021,H4502023,H4502024,F1600015,F1600016,F1600023,F1600022,H4530281,H4502053,F1600043,F1600045,F1600044,F1600047,F1600046,F1600037,F1600038,F1600039,F1600040,F1600041,H4502056,H4502057,H4530327,V0000276,V0000277,V0000279,V0000280,V0000281,V0000282,V0000283,V0000284,V0500154,V0500155,V0500156,V0500157,V0500158,V0500159,V0500161,V0500162,V0500164,V0500165,V0500167,V0500168,V0500169,V0500170,V0500172,V0500173,V0500175,V0500176,V0500177,V0500179,V0500180,V0500194,V0500195,V0500197,V0500198,V1600108,V1600109,V1600110,V1600111,V1600112,V1600113,V1600114,V1600115,V1600116,V1600117,V1600118,V1600119,V1600120,V1600121,V1600122,V2100130,V2100123,V2100137","B1530173,H4502010,H4502016,H4502018,H4502021,H4502023,H4502024,F1600015,F1600016,F1600023,F1600022,H4530281,H4502053,F1600043,F1600045,F1600044,F1600047,F1600046,F1600037,F1600038,F1600039,F1600040,F1600041,H4502056,H4502057,H4530327,V0000276,V0000277,V0000279,V0000280,V0000281,V0000282,V0000283,V0000284,V0500154,V0500155,V0500156,V0500157,V0500158,V0500159,V0500161,V0500162,V0500164,V0500165,V0500167,V0500168,V0500169,V0500170,V0500172,V0500173,V0500175,V0500176,V0500177,V0500179,V0500180,V0500194,V0500195,V0500197,V0500198,V1600108,V1600109,V1600110,V1600111,V1600112,V1600113,V1600114,V1600115,V1600116,V1600117,V1600118,V1600119,V1600120,V1600121,V1600122,V2100130,V2100123,V2100137","marca=Star Wars"
H4502052,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Hora de dormir,Mipeque/Marca/Minnie Mouse",base,"Chupetes de Silicona Minnie (pack de 2)","¡Si buscas <b>productos Disney</b> para tu bebé, los <b>chupetes de silicona Minnie (pack de 2)</b> te encantarán! Cuentan con una cómoda e higiénica funda para la tetina. Fabricados con silicona y plástico libres de BPA. El pack incluye 2 chupetes con la imagen de la popular ratoncita Minnie. Medidas: 5 x 5 x 4 cm aprox.",,0.045,1,"Taxable Goods","Catalog, Search",11.55,4.75,4/4/2017,4/5/2017,chupetes-de-silicona-minnie-pack-de-2,,,,"2015-11-04 07:40:34","2017-03-22 12:52:12",0,chupetes-de-silicona-minnie-pack-de-2.jpg,"chupetes-de-silicona-minnie-pack-de-2 imagen",chupetes-de-silicona-minnie-pack-de-2.jpg,"chupetes-de-silicona-minnie-pack-de-2 imagen",chupetes-de-silicona-minnie-pack-de-2.jpg,"chupetes-de-silicona-minnie-pack-de-2 imagen",chupetes-de-silicona-minnie-pack-de-2_1.jpg,"D3000192,H4502050,F1600012,F1600011,F1600027,F1600034,F1600035,H4530271,H4502052,V0500182,V0500183,V0500185,V0500186,V0200952","D3000192,H4502050,F1600012,F1600011,F1600027,F1600034,F1600035,H4530271,H4502052,V0500182,V0500183,V0500185,V0500186,V0200952","marca=Minnie Mouse"
